timestamp_ms,sample_index,ldr_raw,led_state,active_mode,scenario_tag
45600,456,1,0,0,steady_light
45700,457,1,0,0,steady_light
45800,458,1,0,0,steady_light
45900,459,1,0,0,steady_light
46000,460,1,0,0,steady_light
46100,461,1,0,0,steady_light
46200,462,1,0,0,steady_light
46300,463,1,0,0,steady_light
46400,464,1,0,0,steady_light
46500,465,1,0,0,steady_light
46600,466,1,0,0,steady_light
46700,467,1,0,0,steady_light
46800,468,1,0,0,steady_light
46900,469,1,0,0,steady_light
47000,470,1,0,0,steady_light
47100,471,1,0,0,steady_light
47200,472,1,0,0,steady_light
47300,473,1,0,0,steady_light
47400,474,1,0,0,steady_light
47500,475,1,0,0,steady_light
47600,476,1,0,0,steady_light
47700,477,1,0,0,steady_light
47800,478,1,0,0,steady_light
47900,479,1,0,0,steady_light
48000,480,1,0,0,steady_light
48100,481,1,0,0,steady_light
48200,482,1,0,0,steady_light
48300,483,0,1,1,transition_light_to_dark
48400,484,1,1,1,transition_dark_to_light
48500,485,1,1,1,steady_light
48600,486,1,1,1,steady_light
48700,487,1,1,1,steady_light
48800,488,1,1,1,steady_light
48900,489,1,1,1,steady_light
49000,490,1,1,1,steady_light
49100,491,1,1,1,steady_light
49200,492,1,1,1,steady_light
49300,493,1,0,1,steady_light
49400,494,1,0,1,steady_light
49500,495,1,0,1,steady_light
49600,496,1,0,1,steady_light
49700,497,1,0,1,steady_light
49800,498,1,0,1,steady_light
49900,499,1,0,1,steady_light
50000,500,1,0,1,steady_light
50100,501,1,0,1,steady_light
50200,502,1,0,1,steady_light
50300,503,1,0,1,steady_light
50400,504,1,0,1,steady_light
50500,505,1,0,1,steady_light
50600,506,1,0,1,steady_light
50700,507,1,0,1,steady_light
50800,508,1,0,1,steady_light
50900,509,1,0,1,steady_light
51000,510,1,0,1,steady_light
51100,511,1,0,1,steady_light
51200,512,1,0,1,steady_light
51300,513,1,0,1,steady_light
51400,514,1,0,1,steady_light
51500,515,1,0,1,steady_light
51600,516,1,0,1,steady_light
51700,517,0,0,1,transition_light_to_dark
